Year,Population,Metro
2012,548945,"Jackson, MS Metro Area"
2012,115257,"Jackson, TN Metro Area"
2012,1377850,"Jacksonville, FL Metro Area"
2012,183263,"Jacksonville, NC Metro Area"
2012,133539,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2012,160418,"Janesville, WI Metro Area"
2012,149889,"Jefferson City, MO Metro Area"
2012,200684,"Johnson City, TN Metro Area"
2012,141584,"Johnstown, PA Metro Area"
2012,124042,"Jonesboro, AR Metro Area"
2012,174327,"Joplin, MO Metro Area"
2012,158226,"Kahului-Wailuku, HI Micro Area"
2012,330034,"Kalamazoo-Portage, MI Metro Area"
2012,91633,"Kalispell, MT Micro Area"
2012,113040,"Kankakee-Bradley, IL Metro Area"
2012,2064296,"Kansas City, MO-KS Metro Area"
2012,68434,"Kapaa, HI Micro Area"
2012,76851,"Keene, NH Micro Area"
2012,268243,"Kennewick-Pasco-Richland, WA Metro Area"
2012,74809,"Key West, FL Micro Area"
2012,420133,"Killeen-Temple-Fort Hood, TX Metro Area"
2012,309654,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2012,181791,"Kingston, NY Metro Area"
2012,65912,"Klamath Falls, OR Micro Area"
2012,709492,"Knoxville, TN Metro Area"
2012,97599,"Kokomo, IN Metro Area"
2012,135298,"La Crosse, WI-MN Metro Area"
2012,205917,"Lafayette, IN Metro Area"
2012,279781,"Lafayette, LA Metro Area"
2012,68468,"LaGrange, GA Micro Area"
2012,200509,"Lake Charles, LA Metro Area"
2012,67966,"Lake City, FL Micro Area"
2012,203334,"Lake Havasu City-Kingman, AZ Metro Area"
2012,616158,"Lakeland-Winter Haven, FL Metro Area"
2012,526823,"Lancaster, PA Metro Area"
2012,79089,"Lancaster, SC Micro Area"
2012,465732,"Lansing-East Lansing, MI Metro Area"
2012,259172,"Laredo, TX Metro Area"
2012,214445,"Las Cruces, NM Metro Area"
2012,2000759,"Las Vegas-Paradise, NV Metro Area"
2012,84451,"Laurel, MS Micro Area"
2012,112864,"Lawrence, KS Metro Area"
2012,126390,"Lawton, OK Metro Area"
2012,174316,"Lebanon, NH-VT Micro Area"
2012,135251,"Lebanon, PA Metro Area"
2012,61419,"Lewiston, ID-WA Metro Area"
2012,107609,"Lewiston-Auburn, ME Metro Area"
2012,485023,"Lexington-Fayette, KY Metro Area"
2012,108987,"Lexington Park, MD Micro Area"
2012,105141,"Lima, OH Metro Area"
2012,309387,"Lincoln, NE Metro Area"
2012,79313,"Lincolnton, NC Micro Area"
2012,715210,"Little Rock-North Little Rock-Conway, AR Metro Area"
2012,128374,"Logan, UT-ID Metro Area"
2012,216679,"Longview, TX Metro Area"
2012,101996,"Longview, WA Metro Area"
2012,13052921,"Los Angeles-Long Beach-Santa Ana, CA Metro Area"
2012,1302457,"Louisville/Jefferson County, KY-IN Metro Area"
2012,291548,"Lubbock, TX Metro Area"
2012,87597,"Lufkin, TX Micro Area"
2012,135496,"Lumberton, NC Micro Area"
2012,256934,"Lynchburg, VA Metro Area"
2012,232398,"Macon, GA Metro Area"
2012,152218,"Madera-Chowchilla, CA Metro Area"
2012,583869,"Madison, WI Metro Area"
2012,402922,"Manchester-Nashua, NH Metro Area"
2012,135823,"Manhattan, KS Metro Area"
2012,80671,"Manitowoc, WI Micro Area"
2012,98020,"Mankato-North Mankato, MN Metro Area"
2012,122673,"Mansfield, OH Metro Area"
2012,65378,"Marinette, WI-MI Micro Area"
2012,69330,"Marion, IN Micro Area"
2012,66238,"Marion, OH Micro Area"
2012,66674,"Marion-Herrin, IL Micro Area"
2012,67906,"Marquette, MI Micro Area"
2012,67450,"Marshall, TX Micro Area"
2012,74424,"Marshfield-Wisconsin Rapids, WI Micro Area"
2012,66213,"Martinsville, VA Micro Area"
2012,100017,"Mayagüez, PR Metro Area"
2012,806552,"McAllen-Edinburg-Mission, TX Metro Area"
2012,87598,"Meadville, PA Micro Area"
2012,206412,"Medford, OR Metro Area"
2012,1333315,"Memphis, TN-MS-AR Metro Area"
2012,262305,"Merced, CA Metro Area"
2012,106284,"Meridian, MS Micro Area"
2012,5762717,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
2012,111246,"Michigan City-La Porte, IN Metro Area"
2012,83822,"Midland, MI Micro Area"
2012,146645,"Midland, TX Metro Area"
2012,1566981,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2012,3353724,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2012,73838,"Minot, ND Micro Area"
2012,110977,"Missoula, MT Metro Area"
2012,413936,"Mobile, AL Metro Area"
2012,521726,"Modesto, CA Metro Area"
2012,177781,"Monroe, LA Metro Area"
2012,151048,"Monroe, MI Metro Area"
2012,377844,"Montgomery, AL Metro Area"
2012,67632,"Morehead City, NC Micro Area"
2012,134164,"Morgantown, WV Metro Area"
2012,137643,"Morristown, TN Metro Area"
2012,91723,"Moses Lake, WA Micro Area"
2012,73561,"Mount Airy, NC Micro Area"
2012,70617,"Mount Pleasant, MI Micro Area"
2012,118222,"Mount Vernon-Anacortes, WA Metro Area"
2012,117364,"Muncie, IN Metro Area"
2012,170182,"Muskegon-Norton Shores, MI Metro Area"
2012,70596,"Muskogee, OK Micro Area"
2012,282285,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area"
2012,66034,"Nacogdoches, TX Micro Area"
2012,139045,"Napa, CA Metro Area"
2012,332427,"Naples-Marco Island, FL Metro Area"
2012,1645638,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2012,127309,"New Bern, NC Micro Area"
2012,89871,"New Castle, PA Micro Area"
2012,862813,"New Haven-Milford, CT Metro Area"
2012,73999,"New Iberia, LA Micro Area"
2012,1205374,"New Orleans-Metairie-Kenner, LA Metro Area"
2012,92392,"New Philadelphia-Dover, OH Micro Area"
2012,19160024,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area"
2012,156067,"Niles-Benton Harbor, MI Metro Area"
2012,720042,"North Port-Bradenton-Sarasota, FL Metro Area"
2012,69306,"North Wilkesboro, NC Micro Area"
2012,274170,"Norwich-New London, CT Metro Area"
2012,79177,"Oak Harbor, WA Micro Area"
2012,335125,"Ocala, FL Metro Area"
2012,96304,"Ocean City, NJ Metro Area"
2012,144325,"Odessa, TX Metro Area"
2012,562356,"Ogden-Clearfield, UT Metro Area"
2012,112232,"Ogdensburg-Massena, NY Micro Area"
2012,1296565,"Oklahoma City, OK Metro Area"
2012,79458,"Olean, NY Micro Area"
2012,258332,"Olympia, WA Metro Area"
2012,886348,"Omaha-Council Bluffs, NE-IA Metro Area"
2012,83662,"Opelousas-Eunice, LA Micro Area"
2012,91476,"Orangeburg, SC Micro Area"
2012,2223674,"Orlando-Kissimmee-Sanford, FL Metro Area"
2012,168794,"Oshkosh-Neenah, WI Metro Area"
2012,153071,"Ottawa-Streator, IL Micro Area"
2012,117609,"Owensboro, KY Metro Area"
2012,69232,"Owosso, MI Micro Area"
2012,835981,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2012,99964,"Paducah, KY-IL Micro Area"
2012,73263,"Palatka, FL Micro Area"
2012,547307,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2012,98359,"Palm Coast, FL Metro Area"
2012,171903,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area"
2012,163853,"Parkersburg-Marietta-Vienna, WV-OH Metro Area"
2012,163228,"Pascagoula, MS Metro Area"
2012,87638,"Pendleton-Hermiston, OR Micro Area"
2012,461227,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2012,380558,"Peoria, IL Metro Area"
2012,6018800,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2012,4329534,"Phoenix-Mesa-Glendale, AZ Metro Area"
2012,97798,"Pine Bluff, AR Metro Area"
2012,2360733,"Pittsburgh, PA Metro Area"
2012,130016,"Pittsfield, MA Metro Area"
2012,81654,"Plattsburgh, NY Micro Area"
2012,91096,"Pocatello, ID Metro Area"
2012,236054,"Ponce, PR Metro Area"
2012,71863,"Port Angeles, WA Micro Area"
2012,518117,"Portland-South Portland-Biddeford, ME Metro Area"
2012,2289651,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2012,432683,"Port St. Lucie, FL Metro Area"
2012,78477,"Portsmouth, OH Micro Area"
2012,147063,"Pottsville, PA Micro Area"
2012,671834,"Poughkeepsie-Newburgh-Middletown, NY Metro Area"
2012,212637,"Prescott, AZ Metro Area"
2012,1601374,"Providence-New Bedford-Fall River, RI-MA Metro Area"
2012,550461,"Provo-Orem, UT Metro Area"
2012,160852,"Pueblo, CO Metro Area"
2012,162449,"Punta Gorda, FL Metro Area"
2012,78017,"Quincy, IL-MO Micro Area"
2012,194797,"Racine, WI Metro Area"
2012,1188564,"Raleigh-Cary, NC Metro Area"
2012,131668,"Rapid City, SD Metro Area"
2012,413491,"Reading, PA Metro Area"
2012,178586,"Redding, CA Metro Area"
2012,433612,"Reno-Sparks, NV Metro Area"
2012,68346,"Richmond, IN Micro Area"
2012,1280678,"Richmond, VA Metro Area"
2012,102906,"Richmond-Berea, KY Micro Area"
2012,4350096,"Riverside-San Bernardino-Ontario, CA Metro Area"
2012,309408,"Roanoke, VA Metro Area"
2012,75434,"Roanoke Rapids, NC Micro Area"
2012,188773,"Rochester, MN Metro Area"
2012,1056940,"Rochester, NY Metro Area"
2012,346009,"Rockford, IL Metro Area"
2012,151662,"Rocky Mount, NC Metro Area"
2012,96177,"Rome, GA Metro Area"
2012,107164,"Roseburg, OR Micro Area"
2012,65784,"Roswell, NM Micro Area"
2012,84697,"Russellville, AR Micro Area"
2012,2196482,"Sacramento--Arden-Arcade--Roseville, CA Metro Area"
2012,198353,"Saginaw-Saginaw Township North, MI Metro Area"
2012,190471,"St. Cloud, MN Metro Area"
2012,144809,"St. George, UT Metro Area"
2012,128278,"St. Joseph, MO-KS Metro Area"
2012,2819381,"St. Louis, MO-IL Metro Area"
2012,396338,"Salem, OR Metro Area"
2012,426762,"Salinas, CA Metro Area"
2012,126900,"Salisbury, MD Metro Area"
2012,138180,"Salisbury, NC Micro Area"
2012,1161715,"Salt Lake City, UT Metro Area"
2012,114946,"San Angelo, TX Metro Area"
2012,2234003,"San Antonio-New Braunfels, TX Metro Area"
2012,3177063,"San Diego-Carlsbad-San Marcos, CA Metro Area"
2012,76398,"Sandusky, OH Metro Area"
2012,4455560,"San Francisco-Oakland-Fremont, CA Metro Area"
2012,136182,"San Germán-Cabo Rojo, PR Metro Area"
2012,1894388,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2012,2445789,"San Juan-Caguas-Guaynabo, PR Metro Area"
2012,274804,"San Luis Obispo-Paso Robles, CA Metro Area"
2012,431249,"Santa Barbara-Santa Maria-Goleta, CA Metro Area"
2012,266776,"Santa Cruz-Watsonville, CA Metro Area"
2012,146375,"Santa Fe, NM Metro Area"
2012,491829,"Santa Rosa-Petaluma, CA Metro Area"
2012,361941,"Savannah, GA Metro Area"
2012,563629,"Scranton--Wilkes-Barre, PA Metro Area"
2012,203390,"Seaford, DE Micro Area"
2012,78493,"Searcy, AR Micro Area"
2012,3552157,"Seattle-Tacoma-Bellevue, WA Metro Area"
2012,140567,"Sebastian-Vero Beach, FL Metro Area"
2012,98128,"Sebring, FL Micro Area"
2012,74627,"Seneca, SC Micro Area"
2012,92512,"Sevierville, TN Micro Area"
2012,70760,"Shawnee, OK Micro Area"
2012,115009,"Sheboygan, WI Metro Area"
2012,97474,"Shelby, NC Micro Area"
2012,121935,"Sherman-Denison, TX Metro Area"
2012,107094,"Show Low, AZ Micro Area"
2012,406253,"Shreveport-Bossier City, LA Metro Area"
2012,132088,"Sierra Vista-Douglas, AZ Micro Area"
2012,144243,"Sioux City, IA-NE-SD Metro Area"
2012,237597,"Sioux Falls, SD Metro Area"
2012,76957,"Somerset, PA Micro Area"
2012,318586,"South Bend-Mishawaka, IN-MI Metro Area"
2012,90302,"Southern Pines-Pinehurst, NC Micro Area"
2012,288745,"Spartanburg, SC Metro Area"
2012,475735,"Spokane, WA Metro Area"
2012,211610,"Springfield, IL Metro Area"
2012,697258,"Springfield, MA Metro Area"
2012,444407,"Springfield, MO Metro Area"
2012,137206,"Springfield, OH Metro Area"
2012,155171,"State College, PA Metro Area"
2012,72694,"Statesboro, GA Micro Area"
2012,162708,"Statesville-Mooresville, NC Micro Area"
2012,119226,"Staunton-Waynesboro, VA Micro Area"
2012,122207,"Steubenville-Weirton, OH-WV Metro Area"
2012,70433,"Stevens Point, WI Micro Area"
2012,78399,"Stillwater, OK Micro Area"
2012,702612,"Stockton, CA Metro Area"
2012,108052,"Sumter, SC Metro Area"
2012,94428,"Sunbury, PA Micro Area"
2012,660934,"Syracuse, NY Metro Area"
2012,81762,"Talladega-Sylacauga, AL Micro Area"
2012,376331,"Tallahassee, FL Metro Area"
2012,2842878,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
2012,173704,"Terre Haute, IN Metro Area"
2012,136782,"Texarkana, TX-Texarkana, AR Metro Area"
2012,101620,"The Villages, FL Micro Area"
2012,163260,"Thomasville-Lexington, NC Micro Area"
2012,650050,"Toledo, OH Metro Area"
2012,234566,"Topeka, KS Metro Area"
2012,187530,"Torrington, CT Micro Area"
2012,145283,"Traverse City, MI Micro Area"
2012,368303,"Trenton-Ewing, NJ Metro Area"
2012,98292,"Truckee-Grass Valley, CA Micro Area"
2012,992394,"Tucson, AZ Metro Area"
2012,98896,"Tullahoma, TN Micro Area"
2012,951514,"Tulsa, OK Metro Area"
2012,138976,"Tupelo, MS Micro Area"
2012,223468,"Tuscaloosa, AL Metro Area"
2012,102292,"Twin Falls, ID Micro Area"
2012,214821,"Tyler, TX Metro Area"
2012,87428,"Ukiah, CA Micro Area"
2012,298064,"Utica-Rome, NY Metro Area"
2012,145348,"Valdosta, GA Metro Area"
2012,420757,"Vallejo-Fairfield, CA Metro Area"
2012,118429,"Victoria, TX Metro Area"
2012,157785,"Vineland-Millville-Bridgeton, NJ Metro Area"
2012,1693567,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
2012,451977,"Visalia-Porterville, CA Metro Area"
2012,238707,"Waco, TX Metro Area"
2012,146136,"Warner Robins, GA Metro Area"
2012,77609,"Warsaw, IN Micro Area"
2012,5804333,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
2012,168747,"Waterloo-Cedar Falls, IA Metro Area"
2012,84498,"Watertown-Fort Atkinson, WI Micro Area"
2012,120262,"Watertown-Fort Drum, NY Micro Area"
2012,134735,"Wausau, WI Metro Area"
2012,113037,"Wenatchee-East Wenatchee, WA Metro Area"
2012,146420,"Wheeling, WV-OH Metro Area"
2012,102851,"Whitewater, WI Micro Area"
2012,628242,"Wichita, KS Metro Area"
2012,150829,"Wichita Falls, TX Metro Area"
2012,117168,"Williamsport, PA Metro Area"
2012,117599,"Willimantic, CT Micro Area"
2012,375686,"Wilmington, NC Metro Area"
2012,81867,"Wilson, NC Micro Area"
2012,131052,"Winchester, VA-WV Metro Area"
2012,484437,"Winston-Salem, NC Metro Area"
2012,114848,"Wooster, OH Micro Area"
2012,806163,"Worcester, MA Metro Area"
2012,246977,"Yakima, WA Metro Area"
2012,103913,"Yauco, PR Metro Area"
2012,437846,"York-Hanover, PA Metro Area"
2012,558206,"Youngstown-Warren-Boardman, OH-PA Metro Area"
2012,167948,"Yuba City, CA Metro Area"
2012,200022,"Yuma, AZ Metro Area"
2012,85950,"Zanesville, OH Micro Area"
2013,71078,"Aberdeen, WA Micro Area"
2013,168144,"Abilene, TX Metro Area"
2013,99188,"Adrian, MI Micro Area"
2013,327847,"Aguadilla-Isabela, PR Metro Area"
2013,705686,"Akron, OH Metro Area"
2013,65616,"Alamogordo, NM Micro Area"
2013,156277,"Albany, GA Metro Area"
2013,118765,"Albany, OR Metro Area"
2013,877905,"Albany-Schenectady-Troy, NY Metro Area"
2013,94760,"Albertville, AL Micro Area"
2013,901932,"Albuquerque, NM Metro Area"
2013,154753,"Alexandria, LA Metro Area"
2013,827048,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
2013,126314,"Altoona, PA Metro Area"
2013,259164,"Amarillo, TX Metro Area"
2013,92406,"Ames, IA Metro Area"
2013,396142,"Anchorage, AK Metro Area"
2013,354240,"Ann Arbor, MI Metro Area"
2013,116736,"Anniston-Oxford-Jacksonville, AL Metro Area"
2013,229962,"Appleton, WI Metro Area"
2013,195036,"Arecibo, PR Metro Area"
2013,437657,"Asheville, NC Metro Area"
2013,99811,"Ashtabula, OH Micro Area"
2013,78675,"Athens, TX Micro Area"
2013,197357,"Athens-Clarke County, GA Metro Area"
2013,5524693,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
2013,275862,"Atlantic City-Hammonton, NJ Metro Area"
2013,79477,"Auburn, NY Micro Area"
2013,150933,"Auburn-Opelika, AL Metro Area"
2013,581551,"Augusta-Richmond County, GA-SC Metro Area"
2013,121164,"Augusta-Waterville, ME Micro Area"
2013,1883051,"Austin-Round Rock, TX Metro Area"
2013,864124,"Bakersfield, CA Metro Area"
2013,2770738,"Baltimore-Columbia-Towson, MD Metro Area"
2013,153364,"Bangor, ME Metro Area"
2013,214990,"Barnstable Town, MA Metro Area"
2013,820159,"Baton Rouge, LA Metro Area"
2013,135012,"Battle Creek, MI Metro Area"
2013,106832,"Bay City, MI Metro Area"
2013,403622,"Beaumont-Port Arthur, TX Metro Area"
2013,88344,"Beaver Dam, WI Micro Area"
2013,124432,"Beckley, WV Metro Area"
2013,206353,"Bellingham, WA Metro Area"
2013,165954,"Bend-Redmond, OR Metro Area"
2013,165730,"Billings, MT Metro Area"
2013,247777,"Binghamton, NY Metro Area"
2013,1140300,"Birmingham-Hoover, AL Metro Area"
2013,124817,"Bismarck, ND Metro Area"
2013,179738,"Blacksburg-Christiansburg-Radford, VA Metro Area"
2013,192140,"Bloomington, IL Metro Area"
2013,163089,"Bloomington, IN Metro Area"
2013,85338,"Bloomsburg-Berwick, PA Metro Area"
2013,106087,"Bluefield, WV-VA Micro Area"
2013,649321,"Boise City, ID Metro Area"
2013,4684299,"Boston-Cambridge-Newton, MA-NH Metro Area"
2013,310048,"Boulder, CO Metro Area"
2013,163300,"Bowling Green, KY Metro Area"
2013,94720,"Bozeman, MT Micro Area"
2013,91763,"Brainerd, MN Micro Area"
2013,84872,"Branson, MO Micro Area"
2013,253968,"Bremerton-Silverdale, WA Metro Area"
2013,939904,"Bridgeport-Stamford-Norwalk, CT Metro Area"
2013,417276,"Brownsville-Harlingen, TX Metro Area"
2013,113007,"Brunswick, GA Metro Area"
2013,1134115,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
2013,154378,"Burlington, NC Metro Area"
2013,215539,"Burlington-South Burlington, VT Metro Area"
2013,109633,"California-Lexington Park, MD Metro Area"
2013,403707,"Canton-Massillon, OH Metro Area"
2013,661115,"Cape Coral-Fort Myers, FL Metro Area"
2013,95463,"Cape Girardeau, MO-IL Metro Area"
2013,126738,"Carbondale-Marion, IL Metro Area"
2013,54080,"Carson City, NV Metro Area"
2013,80973,"Casper, WY Metro Area"
2013,262421,"Cedar Rapids, IA Metro Area"
2013,75081,"Centralia, WA Micro Area"
2013,152085,"Chambersburg-Waynesboro, PA Metro Area"
2013,234089,"Champaign-Urbana, IL Metro Area"
2013,224727,"Charleston, WV Metro Area"
2013,63559,"Charleston-Mattoon, IL Micro Area"
2013,712220,"Charleston-North Charleston, SC Metro Area"
2013,2335358,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
2013,225531,"Charlottesville, VA Metro Area"
2013,540387,"Chattanooga, TN-GA Metro Area"
2013,95809,"Cheyenne, WY Metro Area"
2013,9537040,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
2013,222090,"Chico, CA Metro Area"
2013,77910,"Chillicothe, OH Micro Area"
2013,2134109,"Cincinnati, OH-KY-IN Metro Area"
2013,217595,"Claremont-Lebanon, NH-VT Micro Area"
2013,89801,"Clarksburg, WV Micro Area"
2013,272452,"Clarksville, TN-KY Metro Area"
2013,63860,"Clearlake, CA Micro Area"
2013,120384,"Cleveland, TN Metro Area"
2013,2064725,"Cleveland-Elyria, OH Metro Area"
2013,144265,"Coeur d'Alene, ID Metro Area"
2013,238939,"College Station-Bryan, TX Metro Area"
2013,678319,"Colorado Springs, CO Metro Area"
2013,170773,"Columbia, MO Metro Area"
2013,793360,"Columbia, SC Metro Area"
2013,314519,"Columbus, GA-AL Metro Area"
2013,79587,"Columbus, IN Metro Area"
2013,1967066,"Columbus, OH Metro Area"
2013,146849,"Concord, NH Micro Area"
2013,107526,"Cookeville, TN Micro Area"
2013,62282,"Coos Bay, OR Micro Area"
2013,98650,"Corning, NY Micro Area"
2013,444904,"Corpus Christi, TX Metro Area"
2013,86591,"Corvallis, OR Metro Area"
2013,253618,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2013,80811,"Cullman, AL Micro Area"
2013,101225,"Cumberland, MD-WV Metro Area"
2013,6812373,"Dallas-Fort Worth-Arlington, TX Metro Area"
2013,142212,"Dalton, GA Metro Area"
2013,80329,"Danville, IL Metro Area"
2013,105333,"Danville, VA Micro Area"
2013,195540,"Daphne-Fairhope-Foley, AL Metro Area"
2013,383257,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2013,802489,"Dayton, OH Metro Area"
2013,153374,"Decatur, AL Metro Area"
2013,109278,"Decatur, IL Metro Area"
2013,600756,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2013,2697476,"Denver-Aurora-Lakewood, CO Metro Area"
2013,599789,"Des Moines-West Des Moines, IA Metro Area"
2013,4294983,"Detroit-Warren-Dearborn, MI Metro Area"
2013,147691,"Dothan, AL Metro Area"
2013,169416,"Dover, DE Metro Area"
2013,81174,"DuBois, PA Micro Area"
2013,95697,"Dubuque, IA Metro Area"
2013,279887,"Duluth, MN-WI Metro Area"
2013,124987,"Dunn, NC Micro Area"
2013,534578,"Durham-Chapel Hill, NC Metro Area"
2013,167148,"East Stroudsburg, PA Metro Area"
2013,164570,"Eau Claire, WI Metro Area"
2013,176584,"El Centro, CA Metro Area"
2013,63322,"Elizabeth City, NC Micro Area"
2013,151740,"Elizabethtown-Fort Knox, KY Metro Area"
2013,200563,"Elkhart-Goshen, IN Metro Area"
2013,88506,"Elmira, NY Metro Area"
2013,831935,"El Paso, TX Metro Area"
2013,280294,"Erie, PA Metro Area"
2013,356212,"Eugene, OR Metro Area"
2013,134493,"Eureka-Arcata-Fortuna, CA Micro Area"
2013,314280,"Evansville, IN-KY Metro Area"
2013,100436,"Fairbanks, AK Metro Area"
2013,223490,"Fargo, ND-MN Metro Area"
2013,65049,"Faribault-Northfield, MN Micro Area"
2013,66215,"Farmington, MO Micro Area"
2013,126503,"Farmington, NM Metro Area"
2013,377193,"Fayetteville, NC Metro Area"
2013,491755,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
2013,75773,"Findlay, OH Micro Area"
2013,136539,"Flagstaff, AZ Metro Area"
2013,415376,"Flint, MI Metro Area"
2013,206261,"Florence, SC Metro Area"
2013,147317,"Florence-Muscle Shoals, AL Metro Area"
2013,101798,"Fond du Lac, WI Metro Area"
2013,66956,"Forest City, NC Micro Area"
2013,315988,"Fort Collins, CO Metro Area"
2013,279974,"Fort Smith, AR-OK Metro Area"
2013,424122,"Fort Wayne, IN Metro Area"
2013,70142,"Frankfort, KY Micro Area"
2013,955272,"Fresno, CA Metro Area"
2013,103931,"Gadsden, AL Metro Area"
2013,273232,"Gainesville, FL Metro Area"
2013,187745,"Gainesville, GA Metro Area"
2013,73308,"Gallup, NM Micro Area"
2013,101546,"Gettysburg, PA Metro Area"
2013,128430,"Glens Falls, NY Metro Area"
2013,72710,"Glenwood Springs, CO Micro Area"
2013,124583,"Goldsboro, NC Metro Area"
2013,100748,"Grand Forks, ND-MN Metro Area"
2013,84168,"Grand Island, NE Metro Area"
2013,147554,"Grand Junction, CO Metro Area"
2013,1016603,"Grand Rapids-Wyoming, MI Metro Area"
2013,83306,"Grants Pass, OR Metro Area"
2013,82384,"Great Falls, MT Metro Area"
2013,269785,"Greeley, CO Metro Area"
2013,312409,"Green Bay, WI Metro Area"
2013,68267,"Greeneville, TN Micro Area"
2013,71221,"Greenfield Town, MA Micro Area"
2013,741065,"Greensboro-High Point, NC Metro Area"
2013,174263,"Greenville, NC Metro Area"
2013,850965,"Greenville-Anderson-Mauldin, SC Metro Area"
2013,93996,"Greenwood, SC Micro Area"
2013,81217,"Guayama, PR Metro Area"
2013,382516,"Gulfport-Biloxi-Pascagoula, MS Metro Area"
2013,258294,"Hagerstown-Martinsburg, MD-WV Metro Area"
2013,125412,"Hammond, LA Metro Area"
2013,150960,"Hanford-Corcoran, CA Metro Area"
2013,557711,"Harrisburg-Carlisle, PA Metro Area"
2013,129136,"Harrisonburg, VA Metro Area"
2013,1215211,"Hartford-West Hartford-East Hartford, CT Metro Area"
2013,148644,"Hattiesburg, MS Metro Area"
2013,77995,"Helena, MT Micro Area"
2013,89222,"Hermiston-Pendleton, OR Micro Area"
2013,363572,"Hickory-Lenoir-Morganton, NC Metro Area"
2013,190821,"Hilo, HI Micro Area"
2013,198467,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
2013,81555,"Hinesville, GA Metro Area"
2013,68062,"Hobbs, NM Micro Area"
2013,112531,"Holland, MI Micro Area"
2013,139271,"Homosassa Springs, FL Metro Area"
2013,97173,"Hot Springs, AR Metro Area"
2013,209890,"Houma-Thibodaux, LA Metro Area"
2013,6313158,"Houston-The Woodlands-Sugar Land, TX Metro Area"
2013,364101,"Huntington-Ashland, WV-KY-OH Metro Area"
2013,435737,"Huntsville, AL Metro Area"
2013,81516,"Huntsville, TX Micro Area"
2013,64190,"Hutchinson, KS Micro Area"
2013,137554,"Idaho Falls, ID Metro Area"
2013,87745,"Indiana, PA Micro Area"
2013,1953613,"Indianapolis-Carmel-Anderson, IN Metro Area"
2013,161170,"Iowa City, IA Metro Area"
2013,103617,"Ithaca, NY Metro Area"
2013,160369,"Jackson, MI Metro Area"
2013,578361,"Jackson, MS Metro Area"
2013,130645,"Jackson, TN Metro Area"
2013,1394624,"Jacksonville, FL Metro Area"
2013,185220,"Jacksonville, NC Metro Area"
2013,133080,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
2013,160739,"Janesville-Beloit, WI Metro Area"
2013,148703,"Jefferson City, MO Metro Area"
2013,200591,"Johnson City, TN Metro Area"
2013,140499,"Johnstown, PA Metro Area"
2013,125633,"Jonesboro, AR Metro Area"
2013,175243,"Joplin, MO Metro Area"
2013,160292,"Kahului-Wailuku-Lahaina, HI Metro Area"
2013,332180,"Kalamazoo-Portage, MI Metro Area"
2013,93068,"Kalispell, MT Micro Area"
2013,112120,"Kankakee, IL Metro Area"
2013,2052048,"Kansas City, MO-KS Metro Area"
2013,69512,"Kapaa, HI Micro Area"
2013,76610,"Keene, NH Micro Area"
2013,271124,"Kennewick-Richland, WA Metro Area"
2013,76351,"Key West, FL Micro Area"
2013,423253,"Killeen-Temple, TX Metro Area"
2013,308643,"Kingsport-Bristol-Bristol, TN-VA Metro Area"
2013,180998,"Kingston, NY Metro Area"
2013,65910,"Klamath Falls, OR Micro Area"
2013,852147,"Knoxville, TN Metro Area"
2013,82760,"Kokomo, IN Metro Area"
2013,135512,"La Crosse-Onalaska, WI-MN Metro Area"
2013,479116,"Lafayette, LA Metro Area"
2013,209611,"Lafayette-West Lafayette, IN Metro Area"
2013,69053,"LaGrange, GA Micro Area"
2013,202397,"Lake Charles, LA Metro Area"
2013,67543,"Lake City, FL Micro Area"
2013,203030,"Lake Havasu City-Kingman, AZ Metro Area"
2013,623009,"Lakeland-Winter Haven, FL Metro Area"
2013,529600,"Lancaster, PA Metro Area"
